EmpID,Subject_team,Name,Grade_team
2463,Art,Kandy,12
2464,General Science,Holland,7
2465,French,Gail,1
2466,Physics,Pearl,5
2467,P.E.,Jake,12
2468,Chemisty,Blaire,6
2469,Algebra,Beth,8
2470,Geography,Kurt,10
2471,Spanish,Kent,8
2472,History,Rhett,5
2473,History,Ruth,5
2474,Chemisty,Madge,1
2475,Algebra,Blake,2
2476,History,Ruth,5
2477,Physics,Dawn,4
2478,P.E.,Kim,6
2479,Algebra,Todd,11
2480,Reading,Rose,7
2481,Reading,Blaire,3
2482,History,Dawn,10
2483,Geography,Madge,8
2484,Chemisty,Jack,2
2485,French,Cale,5
2486,Art,Gwen,11
2487,History,Beth,11
2488,Spanish,Ann,9
2489,Spanish,Cole,3
2490,Physics,Heath,8
2491,Art,Ross,1
2492,P.E.,Jean,4
2493,Writing,Kurt,1
2494,Algebra,Elle,10
2495,General Science,Ruth,9
2496,Writing,Paige,10
2497,Art,Dee,10
2498,Physics,Kandy,2
2499,Spanish,Drake,12
2500,Physics,Kandy,12
2501,Writing,Cole,9
2502,P.E.,Blaire,4
2503,Writing,Cole,8
2504,General Science,Liv,4
2505,Reading,Pearl,6
2506,Computing,Chase,4
2507,Art,Luke,8
2508,Physics,Kandy,5
2509,History,Kent,10
2510,P.E.,Gwen,12
2511,Algebra,Cade,1
2512,General Science,Grant,4
2513,Geography,Ross,4
2514,French,Jake,7
2515,Geography,Beth,3
2516,Art,Ross,7
2517,History,Chase,3
2518,Computing,Pearl,2
2519,Physics,Ann,5
2520,Algebra,Brock,4
2521,History,Kim,2
2522,Reading,Paige,10
2523,French,Rhett,2
2524,General Science,Neil,10
2525,Writing,Chase,10
2526,Art,Gail,1
2527,P.E.,Ross,5
2528,Writing,Elle,12
2529,Algebra,Ruth,8
2530,Geography,Drake,11
2531,Spanish,Rhett,9
2532,Algebra,Tess,6
2533,General Science,Rose,2
2534,Chemisty,Max,4
2535,Computing,Cole,10
2536,Spanish,Grace,2
2537,French,Rhett,2
2538,Chemisty,Drake,7
2539,Physics,Kate,5
2540,Chemisty,Pearl,3
2541,Algebra,Cade,1
2542,P.E.,Pearl,5
2543,Chemisty,Paige,1
2544,General Science,Elle,8
2545,Writing,Blaire,4
2546,Computing,Elle,2
2547,Chemisty,Ross,12
2548,General Science,Grace,2
2549,Chemisty,Jean,1
2550,French,Faye,3
2551,Spanish,Dee,7
2552,Art,Cade,2
2553,Physics,Jack,4
2554,Writing,Luke,6
2555,Spanish,Ruth,12
2556,Physics,Blaire,12
2557,History,Ruth,9
2558,French,Cade,6
2559,Writing,Madge,4
2560,History,Trent,10
2561,Chemisty,Trent,7
2562,French,Eve,8
2563,General Science,Blake,1
2564,Chemisty,Claire,5
2565,Computing,Grace,2
2566,History,Jake,10
2567,P.E.,Faye,5
2568,P.E.,Holland,1
2569,P.E.,Grant,6
2570,P.E.,Yancy,12
2571,P.E.,Todd,8
2572,Reading,Ruth,9
2573,P.E.,Grace,8
2574,Geography,Kurt,4
2575,Geography,Brock,3
2576,General Science,Faye,12
2577,Chemisty,Kent,11
2578,Art,Max,2
2579,Physics,Blaire,2
2580,Chemisty,Heath,5
2581,P.E.,Dawn,3
2582,General Science,Dawn,8
2583,French,Ross,3
2584,Spanish,Paige,3
2585,Reading,Clark,6
2586,P.E.,Liv,12
2587,French,Drake,2
2588,Geography,Max,5
2589,Art,Kent,8
2590,Writing,Dee,4
2591,Spanish,Chad,8
2592,Spanish,Dawn,4
2593,History,Kurt,10
2594,Reading,Cole,11
2595,History,Neil,11
2596,History,Kurt,9
2597,Spanish,Drake,5
2598,Geography,Rhett,3
2599,Chemisty,Chase,2
2600,Physics,Joy,11
2601,Geography,Neil,11
2602,Computing,Neil,10
2603,Algebra,Heath,9
2604,History,Kurt,12
2605,P.E.,Cole,2
2606,Writing,Kandy,2
2607,P.E.,Kandy,2
2608,Art,Grace,3
2609,Reading,Cade,9
2610,Writing,Max,4
2611,Geography,Kellon,11
2612,Chemisty,Cale,9
2613,Algebra,Rose,7
2614,Reading,Ross,8
2615,Writing,Elle,2
2616,Physics,Joy,12
2617,Algebra,Eve,4
2618,French,Tess,12
2619,Spanish,Clark,5
2620,Chemisty,Holland,7
2621,Geography,Elle,10
2622,Reading,Chase,6
2623,Geography,Ross,11
2624,General Science,Claire,12
2625,History,Neil,2
2626,Chemisty,Eve,7
2627,Art,Luke,5
2628,Physics,Kent,10
2629,French,Gail,2
2630,Algebra,Liv,8
2631,Physics,Max,2
2632,History,Jake,4
2633,Algebra,Blake,5
2634,Algebra,Clark,8
2635,Art,Kellon,10
2636,Reading,Rose,10
2637,Physics,Kim,12
2638,History,Dee,12
2639,History,Faye,3
2640,Spanish,Chase,12
2641,Computing,Blake,10
2642,Physics,Neil,1
2643,Geography,Jean,6
2644,General Science,Ross,5
2645,Reading,Dee,5
2646,Art,Cale,4
2647,Reading,Todd,12
2648,Reading,Elle,5
2649,Art,Ross,8
2650,Art,Neil,2
2651,Reading,Chad,8
2652,Geography,Kim,8
2653,General Science,Trent,3
2654,Geography,Trent,9
2655,History,Vincent,9
2656,Computing,Blaire,9
2657,Geography,Drake,2
2658,French,Clark,8
2659,Chemisty,Ann,5
2660,Computing,Grant,6
2661,P.E.,Todd,3
2662,Reading,Blake,8
2663,Physics,Jane,12
2664,Physics,Chad,4
2665,Algebra,Cale,9
2666,Algebra,Blaire,6
2667,History,Trent,1
2668,French,Ross,9
2669,General Science,Elle,12
2670,Geography,Vincent,9
2671,Spanish,Faye,11
2672,Geography,Grace,2
2673,P.E.,Rhett,2
2674,P.E.,Liv,12
2675,French,Grace,8
2676,Chemisty,Trent,4
2677,Art,Blaire,10
2678,Chemisty,Jane,7
2679,Geography,Beth,4
2680,Writing,Blaire,4
2681,Reading,Chase,6
2682,Computing,Neil,7
2683,History,Kent,10
2684,Reading,Kim,6
2685,Art,Cade,9
2686,Writing,Holland,6
2687,French,Trent,1
2688,Algebra,Madge,8
2689,P.E.,Vincent,7
2690,Computing,Jack,6
2691,P.E.,Kent,5
2692,Physics,Eve,8
2693,Geography,Chad,4
2694,Chemisty,Chad,7
2695,Physics,Yancy,7
2696,Spanish,Gwen,9
2697,Spanish,Vincent,10
2698,Algebra,Claire,5
2699,Algebra,Grant,11
2700,French,Beth,8
2701,Computing,Jack,12
2702,Writing,Grace,11
2703,P.E.,Elle,8
2704,History,Brock,11
2705,General Science,Madge,7
2706,Spanish,Jake,11
2707,French,Vincent,6
2708,French,Drake,5
2709,Art,Heath,1
2710,Reading,Chase,6
2711,Art,Elle,3
2712,French,Liv,4
2713,Computing,Ann,11
2714,Writing,Luke,8
2715,Geography,Elle,1
2716,Geography,Blake,6
2717,General Science,Cade,5
2718,Art,Dee,12
2719,Writing,Chase,1
2720,Physics,Cade,4
2721,Geography,Vince,6
2722,P.E.,Luke,8
2723,French,Ruth,1
2724,Writing,Todd,11
2725,General Science,Rhett,7
2726,French,Ann,7
2727,Algebra,Jean,9
2728,Art,Vincent,5
2729,P.E.,Vince,9
2730,Reading,Heath,1
2731,History,Neil,7
2732,History,Cale,4
2733,History,Kandy,2
2734,Computing,Cole,2
2735,French,Tess,9
2736,History,Beth,8
2737,Physics,Neil,4
2738,Writing,Jean,5
2739,Geography,Blaire,9
2740,French,Grant,6
2741,Algebra,Luke,8
2742,General Science,Kent,7
2743,Geography,Jake,8
2744,Art,Chad,9
2745,Spanish,Eve,7
2746,Computing,Cale,12
2747,Algebra,Ruth,5
2748,Reading,Clark,6
2749,History,Dawn,5
2750,Writing,Vincent,7
2751,Art,Kellon,10
2752,Chemisty,Kim,4
2753,Algebra,Kate,5
2754,Spanish,Rose,7
2755,Art,Liv,7
2756,Geography,Heath,5
2757,Spanish,Vincent,10
2758,Computing,Paige,12
2759,Spanish,Ann,3
2760,Reading,Kurt,11
2761,Writing,Jake,7
2762,History,Pearl,10
2763,French,Jean,2
2764,P.E.,Luke,1
2765,Reading,Jean,9
2766,Writing,Chase,12
2767,Algebra,Blake,9
2768,Spanish,Dawn,4
2769,General Science,Dee,12
2770,P.E.,Faye,5
2771,Spanish,Drake,10
2772,Spanish,Eve,4
2773,Reading,Brock,11
2774,P.E.,Brock,12
2775,Algebra,Eve,7
2776,Writing,Dee,2
2777,P.E.,Gwen,1
2778,Chemisty,Dawn,4
2779,Computing,Kim,12
2780,Algebra,Cale,11
2781,Geography,Trent,9
2782,Reading,Cole,10
2783,General Science,Yancy,7
2784,Writing,Jake,5
2785,Geography,Holland,9
2786,Physics,Kellon,10
2787,Reading,Paige,3
2788,Reading,Blaire,12
2789,General Science,Blake,12
2790,Physics,Neil,2
2791,P.E.,Kellon,1
2792,Physics,Kate,12
2793,History,Gail,2
2794,Physics,Ann,9
2795,Algebra,Beth,3
2796,Writing,Eve,5
2797,Chemisty,Vincent,3
2798,Spanish,Ross,2
2799,French,Faye,11
2800,Reading,Grace,4
2801,Writing,Yancy,5
2802,Computing,Grace,1
2803,P.E.,Vince,8
2804,Spanish,Jean,2
2805,History,Chase,11
2806,Physics,Kent,11
2807,History,Chase,6
2808,Art,Ross,12
2809,General Science,Cale,6
2810,French,Jean,5
2811,French,Joy,7
2812,General Science,Gail,1
2813,Algebra,Neil,6
2814,Chemisty,Trent,11
2815,French,Tess,9
2816,Writing,Dee,8
2817,Spanish,Jack,2
2818,French,Neil,1
2819,Physics,Kurt,11
2820,Chemisty,Rhett,11
2821,History,Liv,11
2822,Physics,Max,5
2823,Reading,Dee,6
2824,French,Max,5
2825,Art,Max,1
2826,Spanish,Vincent,5
2827,Spanish,Grant,3
2828,Art,Chad,1
2829,French,Faye,9
2830,General Science,Jack,4
2831,P.E.,Cale,7
2832,Reading,Cale,7
2833,Chemisty,Gwen,1
2834,Algebra,Heath,9
2835,Chemisty,Jack,8
2836,General Science,Dee,4
2837,Art,Chad,12
2838,French,Cale,6
2839,French,Gail,8
2840,Reading,Joy,7
2841,Chemisty,Dee,11
2842,P.E.,Blaire,5
2843,General Science,Clark,7
2844,Art,Chad,8
2845,Spanish,Kent,8
2846,P.E.,Grace,6
2847,General Science,Cole,3
2848,Spanish,Dawn,3
2849,Spanish,Kate,4
2850,Writing,Gail,4
2851,Spanish,Kim,5
2852,Reading,Faye,7
2853,Art,Chase,2
2854,Art,Jane,1
2855,Computing,Paige,5
2856,Spanish,Gwen,10
2857,Physics,Rose,3
2858,Spanish,Cale,6
2859,Geography,Kate,4
2860,Computing,Liv,2
2861,French,Kate,7
2862,Spanish,Kandy,12
2863,Geography,Blaire,3
2864,Spanish,Cade,6
2865,Reading,Cole,8
2866,History,Grant,10
2867,Writing,Faye,11
2868,Writing,Kurt,7
2869,Writing,Dee,7
2870,P.E.,Dawn,8
2871,Computing,Beth,3
2872,Computing,Blaire,10
2873,French,Cole,1
2874,French,Tess,11
2875,French,Blake,7
2876,French,Blake,4
2877,Algebra,Trent,6
2878,French,Grace,4
2879,Algebra,Faye,2
2880,Computing,Paige,2
2881,Writing,Ruth,3
2882,Algebra,Clark,9
2883,Geography,Kandy,5
2884,Spanish,Cale,6
2885,Algebra,Faye,1
2886,Art,Dee,1
2887,Computing,Elle,5
2888,Writing,Grant,7
2889,Physics,Luke,3
2890,Geography,Rose,12
2891,General Science,Yancy,3
2892,Reading,Chad,3
2893,Physics,Max,10
2894,Algebra,Ruth,7
2895,History,Trent,8
2896,History,Dawn,10
2897,Computing,Chad,1
2898,Algebra,Kent,11
2899,Geography,Grant,10
2900,P.E.,Jake,6
2901,General Science,Chase,9
2902,Spanish,Trent,12
2903,Physics,Kate,9
2904,Algebra,Grace,7
2905,Geography,Jane,3
2906,Writing,Vince,8
2907,Physics,Gail,11
2908,Spanish,Heath,6
2909,French,Kent,9
2910,Reading,Max,1
2911,Writing,Trent,8
2912,Algebra,Paige,1
2913,Physics,Kim,7
2914,Physics,Tess,1
2915,P.E.,Cole,12
2916,P.E.,Pearl,1
2917,Spanish,Trent,5
2918,Art,Rhett,2
2919,Spanish,Claire,8
2920,P.E.,Cade,4
2921,Physics,Brock,3
2922,Computing,Kellon,1
2923,Algebra,Ross,7
2924,Chemisty,Pearl,10
2925,Reading,Liv,5
2926,General Science,Paige,11
2927,Algebra,Cade,7
2928,Geography,Rhett,4
2929,Spanish,Holland,11
2930,History,Jack,10
2931,Spanish,Faye,6
2932,History,Pearl,5
2933,Physics,Chad,9
2934,Chemisty,Cale,9
2935,Art,Kim,12
2936,Spanish,Ross,10
2937,Algebra,Claire,4
2938,Geography,Eve,10
2939,French,Cale,2
2940,Art,Luke,1
2941,Computing,Jean,8
2942,Physics,Claire,7
2943,Computing,Ann,3
2944,Writing,Faye,11
2945,Computing,Ruth,10
2946,Algebra,Ann,9
2947,P.E.,Eve,2
2948,Reading,Blaire,11
2949,Reading,Dee,5
2950,Computing,Kellon,12
2951,History,Clark,1
2952,Reading,Kate,10
2953,French,Elle,10
2954,Art,Eve,12
2955,Chemisty,Faye,9
2956,History,Elle,4
2957,General Science,Rose,7
2958,Chemisty,Vincent,11
2959,Physics,Liv,6
2960,Algebra,Paige,3
2961,Physics,Kurt,5
2962,Physics,Heath,7
2963,Chemisty,Gail,2
2964,Spanish,Elle,9
2965,History,Gail,6
2966,Geography,Dee,6
2967,P.E.,Jack,8
2968,Computing,Heath,4
2969,French,Elle,11
2970,Algebra,Kandy,11
2971,History,Faye,3
2972,Chemisty,Todd,12
2973,Physics,Ross,5
2974,Computing,Heath,8
2975,History,Vincent,3
2976,History,Jean,9
2977,Writing,Dawn,8
2978,Physics,Cale,2
2979,Algebra,Drake,5
2980,History,Kurt,3
2981,General Science,Trent,3
2982,Chemisty,Kim,5
2983,History,Neil,1
2984,Spanish,Luke,12
2985,Geography,Kent,8
2986,P.E.,Kurt,3
2987,General Science,Faye,11
2988,Computing,Cade,10
2989,History,Gwen,4
2990,Algebra,Dawn,12
2991,History,Chase,7
2992,Art,Jack,9
2993,Spanish,Kurt,3
2994,Algebra,Paige,4
2995,History,Vincent,8
2996,Writing,Kim,2
2997,French,Beth,11
2998,Physics,Gwen,10
2999,Art,Neil,9
3000,General Science,Drake,3
3001,Art,Claire,4
3002,Physics,Todd,10
3003,Geography,Claire,6
3004,Geography,Dee,1
3005,Physics,Gwen,10
3006,Geography,Ross,5
3007,French,Rhett,12
3008,French,Kandy,1
3009,French,Paige,8
3010,Chemisty,Chad,9
3011,Chemisty,Pearl,2
3012,Geography,Rhett,10
3013,Geography,Blake,10
3014,Computing,Trent,6
3015,Reading,Clark,12
3016,Geography,Rose,3
3017,General Science,Holland,5
3018,P.E.,Tess,9
3019,Physics,Brock,8
3020,French,Drake,8
3021,Computing,Heath,4
3022,Geography,Holland,7
3023,Art,Cale,10
3024,Reading,Jack,10
3025,Writing,Vincent,3
3026,General Science,Heath,5
3027,French,Kurt,12
3028,General Science,Rhett,6
3029,Physics,Todd,3
3030,History,Faye,8
3031,P.E.,Jane,12
3032,Reading,Jane,10
3033,Writing,Holland,11
3034,Art,Dawn,7
3035,P.E.,Eve,8
3036,General Science,Tess,10
3037,Reading,Beth,8
3038,Physics,Trent,5
3039,History,Grant,1
3040,History,Neil,1
3041,Algebra,Clark,4
3042,Art,Jean,9
3043,French,Grace,8
3044,P.E.,Eve,8
3045,P.E.,Chad,10
3046,Writing,Joy,4
3047,General Science,Beth,11
3048,Chemisty,Dawn,4
3049,Physics,Ruth,1
3050,Physics,Jane,9
3051,Chemisty,Gwen,6
3052,History,Neil,7
3053,Algebra,Kandy,11
3054,History,Kurt,2
3055,Physics,Elle,7
3056,Geography,Chase,12
3057,Art,Vincent,10
3058,Writing,Vincent,4
3059,Geography,Tess,9
3060,French,Kandy,11
3061,French,Paige,1
3062,Reading,Heath,5
3063,General Science,Vincent,1
3064,Spanish,Cale,4
3065,History,Kim,7
3066,Reading,Claire,8
3067,History,Todd,7
3068,Algebra,Kellon,7
3069,Spanish,Rose,10
3070,Geography,Brock,8
3071,French,Grace,1
3072,P.E.,Chase,1
3073,History,Clark,10
3074,Spanish,Faye,3
3075,Art,Kim,8
3076,Geography,Rhett,10
3077,French,Kandy,8
3078,Physics,Kim,6
3079,General Science,Faye,8
3080,Writing,Elle,12
3081,General Science,Trent,3
3082,Writing,Luke,4
3083,Writing,Chase,2
3084,Chemisty,Ruth,4
3085,Reading,Max,8
3086,Writing,Brock,6
3087,Writing,Jane,8
3088,Reading,Liv,1
3089,Geography,Cole,1
3090,History,Chad,12
3091,Reading,Ann,1
3092,Art,Drake,7
3093,Spanish,Grant,7
3094,Art,Rhett,11
3095,Art,Kurt,4
3096,Chemisty,Vince,11
3097,Chemisty,Cade,12
3098,Art,Gwen,3
3099,Spanish,Blaire,3
3100,Art,Faye,10
3101,Art,Clark,4
3102,Art,Eve,6
3103,History,Grace,8
3104,French,Todd,9
3105,Geography,Max,8
3106,P.E.,Kandy,10
3107,P.E.,Ross,1
3108,General Science,Blaire,8
3109,Algebra,Max,2
3110,History,Dee,6
3111,Art,Kurt,7
3112,Physics,Grant,6
3113,Chemisty,Trent,10
3114,P.E.,Tess,7
3115,History,Paige,5
3116,Geography,Jack,8
3117,P.E.,Paige,7
3118,Spanish,Kate,8
3119,Writing,Chad,3
3120,French,Todd,5
3121,Spanish,Kent,1
3122,Writing,Kellon,7
3123,Spanish,Kate,12
3124,French,Cale,2
3125,General Science,Gail,9
3126,Physics,Elle,7
3127,Computing,Luke,12
3128,French,Chase,4
3129,Physics,Eve,1
3130,Algebra,Chad,6
3131,Geography,Rhett,4
3132,French,Kent,9
3133,Writing,Faye,12
3134,Computing,Kandy,6
3135,Algebra,Yancy,10
3136,Art,Max,6
3137,General Science,Cade,5
3138,Chemisty,Max,10
3139,Reading,Kellon,2
3140,History,Blaire,5
3141,Algebra,Grace,6
3142,Computing,Jake,2
3143,French,Vince,5
3144,History,Kandy,4
3145,Algebra,Grant,1
3146,Algebra,Rhett,8
3147,Computing,Brock,9
3148,French,Jake,3
3149,Computing,Yancy,1
3150,Reading,Faye,3
3151,Spanish,Todd,8
3152,History,Dee,8
3153,Writing,Drake,1
3154,Reading,Pearl,12
3155,General Science,Ross,4
3156,Computing,Cole,9
3157,Algebra,Paige,7
3158,Algebra,Blake,5
3159,Algebra,Neil,7
3160,Reading,Blaire,12
3161,Art,Ann,4
3162,History,Gwen,7
3163,Art,Chase,9
3164,Geography,Dee,1
3165,Chemisty,Neil,2
3166,Chemisty,Dawn,4
3167,French,Jane,8
3168,Writing,Grant,10
3169,Writing,Vince,3
3170,French,Kent,7
3171,French,Cade,12
3172,Algebra,Blake,11
3173,P.E.,Chase,9
3174,Computing,Kate,1
3175,Reading,Dee,8
3176,Geography,Dee,10
3177,Spanish,Neil,7
3178,P.E.,Paige,11
3179,History,Clark,6
3180,Art,Dawn,10
3181,Physics,Kim,10
3182,Art,Chad,11
3183,Physics,Max,11
3184,General Science,Jean,8
3185,Geography,Drake,3
3186,Algebra,Tess,5
3187,Geography,Grace,12
3188,Physics,Jean,3
3189,Writing,Cade,12
3190,History,Cole,3
3191,Reading,Ann,12
3192,Art,Holland,3
3193,French,Ruth,10
3194,Physics,Kurt,12
3195,French,Kim,7
3196,Physics,Kim,5
3197,P.E.,Ruth,3
3198,Physics,Elle,8
3199,Reading,Cade,6
3200,General Science,Claire,2
3201,Geography,Drake,2
3202,Spanish,Jake,3
3203,Writing,Dee,3
3204,French,Grant,12
3205,Art,Madge,4
3206,Reading,Neil,6
3207,Chemisty,Luke,8
3208,Geography,Cole,12
3209,Geography,Ross,3
3210,Computing,Max,5
3211,Computing,Yancy,11
3212,Geography,Jean,7
3213,Writing,Dee,8
3214,General Science,Joy,1
3215,Computing,Cade,1
3216,Algebra,Todd,10
3217,Geography,Beth,4
3218,Reading,Holland,6
3219,French,Gwen,8
3220,Spanish,Luke,7
3221,Writing,Elle,3
3222,P.E.,Todd,5
3223,General Science,Kandy,2
3224,P.E.,Tess,2
3225,Writing,Jake,9
3226,P.E.,Blaire,9
3227,Computing,Kim,3
3228,Geography,Jane,4
3229,Algebra,Heath,5
3230,P.E.,Grant,12
3231,Algebra,Holland,2
3232,History,Neil,4
3233,Writing,Max,8
3234,Chemisty,Claire,11
3235,General Science,Cade,5
3236,Chemisty,Kellon,3
3237,P.E.,Neil,6
3238,Computing,Gwen,7
3239,French,Tess,6
3240,Computing,Paige,10
3241,Reading,Eve,5
3242,Art,Kim,1
3243,Algebra,Rose,10
3244,P.E.,Kim,1
3245,General Science,Cale,5
3246,P.E.,Jane,3
3247,French,Trent,6
3248,General Science,Drake,11
3249,History,Dee,10
3250,P.E.,Blake,4
3251,General Science,Drake,7
3252,History,Drake,3
3253,General Science,Faye,1
3254,History,Vince,3
3255,Art,Faye,3
3256,Spanish,Holland,1
3257,Physics,Claire,10
3258,Computing,Kandy,6
3259,Art,Joy,2
3260,French,Neil,1
3261,Algebra,Kellon,9
3262,Geography,Beth,10
3263,Spanish,Chase,9
3264,Spanish,Todd,11
3265,Reading,Grant,2
3266,History,Holland,2
3267,General Science,Paige,5
3268,Physics,Clark,10
3269,Chemisty,Kent,12
3270,P.E.,Jake,7
3271,Spanish,Todd,9
3272,Reading,Ross,9
3273,Spanish,Rhett,3
3274,Physics,Luke,6
3275,Algebra,Drake,3
3276,Geography,Blake,7
3277,History,Yancy,9
3278,Physics,Rose,12
3279,Reading,Cade,5
3280,General Science,Chad,8
3281,History,Cale,5
3282,Chemisty,Neil,6
3283,Computing,Drake,2
3284,History,Holland,3
3285,Geography,Vincent,7
3286,P.E.,Grace,11
3287,Art,Clark,3
3288,Computing,Beth,7
3289,General Science,Clark,12
3290,Reading,Vince,10
3291,Computing,Dee,9
3292,Algebra,Yancy,2
3293,Computing,Jack,7
3294,Reading,Kellon,1
3295,P.E.,Tess,2
3296,P.E.,Madge,3
3297,Art,Kim,8
3298,French,Paige,12
3299,Reading,Ruth,5
3300,P.E.,Jack,9
3301,Art,Jake,8
3302,Art,Max,10
3303,Spanish,Rhett,8
3304,Geography,Gail,2
3305,P.E.,Brock,2
3306,French,Cade,11
3307,Reading,Jake,8
3308,P.E.,Cale,8
3309,P.E.,Grace,12
3310,Reading,Yancy,4
3311,P.E.,Ross,5
3312,General Science,Cole,12
3313,Chemisty,Jean,11
3314,French,Gail,1
3315,Physics,Madge,2
3316,General Science,Beth,4
3317,Chemisty,Elle,2
3318,Computing,Vince,6
3319,Art,Cade,3
3320,Computing,Liv,12
3321,P.E.,Max,4
3322,History,Chad,7
3323,Physics,Neil,5
3324,P.E.,Ross,10
3325,Algebra,Paige,12
3326,Writing,Neil,1
3327,Chemisty,Blaire,10
3328,P.E.,Beth,7
3329,Physics,Ann,11
3330,P.E.,Chase,1
3331,Algebra,Gail,11
3332,Spanish,Yancy,4
3333,Computing,Kurt,5
3334,Physics,Tess,2
3335,P.E.,Ruth,5
3336,Algebra,Vince,6
3337,Reading,Madge,12
3338,Physics,Heath,8
3339,Computing,Ann,7
3340,Reading,Faye,12
3341,Reading,Gail,5
3342,Reading,Cale,3
3343,Physics,Dawn,12
3344,P.E.,Yancy,12
3345,Physics,Eve,12
3346,Geography,Joy,9
3347,Geography,Luke,5
3348,Computing,Chase,12
3349,Geography,Elle,3
3350,Writing,Todd,10
3351,Reading,Max,6
3352,Art,Luke,8
3353,Art,Blaire,12
3354,Reading,Grace,5
3355,Computing,Cale,10
3356,Spanish,Yancy,5
3357,Geography,Tess,6
3358,P.E.,Yancy,9
3359,Spanish,Chase,1
3360,General Science,Max,6
3361,Reading,Ruth,5
3362,Reading,Pearl,11
3363,Chemisty,Chase,8
3364,P.E.,Eve,1
3365,Art,Paige,9
3366,Reading,Cade,11
3367,French,Holland,3
3368,Algebra,Holland,2
3369,Computing,Chad,9
3370,Physics,Chad,6
3371,Algebra,Jack,12
3372,General Science,Chase,1
3373,French,Faye,4
3374,Chemisty,Gail,3
3375,P.E.,Yancy,2
3376,Writing,Kent,5
3377,Spanish,Gail,1
3378,Algebra,Jack,1
3379,Spanish,Joy,3
3380,Physics,Faye,6
3381,Physics,Liv,1
3382,Reading,Jane,6
3383,Algebra,Ruth,5
3384,Chemisty,Blake,8
3385,Reading,Yancy,9
3386,Geography,Dawn,2
3387,Spanish,Eve,10
3388,Reading,Chase,6
3389,Art,Brock,5
3390,Chemisty,Faye,2
3391,Physics,Brock,5
3392,Chemisty,Blaire,2
3393,Geography,Chase,3
3394,Physics,Blake,12
3395,Chemisty,Ruth,4
3396,P.E.,Cade,8
3397,Art,Clark,6
3398,P.E.,Kellon,8
3399,Reading,Jane,1
3400,Writing,Chase,12
3401,Computing,Kim,12
3402,Spanish,Liv,4
3403,Computing,Gwen,2
3404,Reading,Ruth,11
3405,Art,Jane,3
3406,Art,Joy,2
3407,Computing,Cade,2
3408,History,Kellon,10
3409,Spanish,Blaire,10
3410,History,Ruth,5
3411,General Science,Rhett,10
3412,Computing,Holland,6
3413,Geography,Madge,9
3414,Writing,Cole,1
3415,Chemisty,Cole,3
3416,History,Joy,2
3417,Art,Heath,11
3418,History,Neil,3
3419,Chemisty,Rose,2
3420,General Science,Holland,9
3421,P.E.,Blaire,12
3422,Algebra,Todd,5
3423,French,Brock,12
3424,French,Ruth,9
3425,Spanish,Joy,2
3426,Spanish,Claire,7
3427,Spanish,Claire,7
3428,French,Joy,7
3429,Writing,Jean,8
3430,French,Max,9
3431,Reading,Blake,6
3432,History,Jack,5
3433,Geography,Jack,12
3434,Geography,Grace,10
3435,General Science,Madge,5
3436,Reading,Paige,12
3437,French,Yancy,11
3438,Algebra,Elle,6
3439,Geography,Ann,2
3440,P.E.,Joy,4
3441,Algebra,Trent,4
3442,Algebra,Jean,3
3443,French,Grace,9
3444,Chemisty,Cole,11
3445,P.E.,Liv,4
3446,Computing,Elle,12
3447,Algebra,Chad,1
3448,Algebra,Ann,10
3449,Art,Dee,8
3450,Physics,Ruth,11
3451,Geography,Kellon,9
3452,Reading,Rose,11
3453,French,Brock,4
3454,Algebra,Cale,11
3455,Reading,Drake,1
3456,French,Faye,12
3457,Geography,Joy,11
3458,Art,Grant,9
3459,Writing,Jane,4
3460,Algebra,Paige,4
3461,French,Grace,3
3462,History,Elle,5
3463,P.E.,Cale,9
3464,Chemisty,Brock,5
3465,Spanish,Chad,7
3466,Algebra,Tess,1
3467,History,Jane,8
3468,Writing,Paige,12
3469,General Science,Kent,7
3470,History,Rose,11
3471,Chemisty,Luke,11
3472,Chemisty,Faye,9
3473,Reading,Gail,9
3474,P.E.,Blake,8
3475,P.E.,Joy,9
3476,Chemisty,Liv,4
3477,Art,Neil,5
3478,General Science,Paige,5
3479,Computing,Liv,11
3480,Physics,Chase,11
3481,Algebra,Heath,4
3482,General Science,Ann,1
3483,Art,Blake,9
3484,Reading,Claire,2
3485,General Science,Faye,10
3486,Reading,Kurt,6
3487,Spanish,Drake,12
3488,Spanish,Tess,2
3489,Chemisty,Faye,5
3490,Geography,Brock,1
3491,Art,Faye,10
3492,General Science,Kellon,2
3493,Chemisty,Madge,3
3494,French,Kandy,10
3495,Spanish,Liv,7
3496,General Science,Ruth,9
3497,P.E.,Elle,12
3498,Writing,Madge,2
3499,Art,Kent,8
3500,Writing,Cade,6
3501,History,Liv,4
3502,Physics,Chase,1
3503,History,Dawn,7
3504,Algebra,Luke,4
3505,Reading,Elle,5
3506,Chemisty,Ruth,5
3507,Algebra,Dee,6
3508,Spanish,Ross,7
3509,Art,Holland,8
3510,Art,Claire,7
3511,French,Dawn,7
3512,General Science,Cale,3
3513,Geography,Vince,6
3514,Art,Ruth,9
3515,Art,Eve,8
3516,Writing,Jack,10
3517,French,Rose,9
3518,P.E.,Kate,2
3519,Geography,Ross,9
3520,Computing,Grace,8
3521,History,Faye,3
3522,Geography,Beth,1
3523,Spanish,Kate,5
3524,Chemisty,Claire,5
3525,French,Rhett,7
